director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Trey Parker,Trey Parker,Matt Stone,April Stewart,Animation Comedy,south park the streaming wars,Trey Parker Matt Stone April Stewart Trey Parker Animation Comedy
Julia Hart,Elijah Richardson,Grace VanderWaal,Tyrel Jackson Williams,Comedy Romance Music,hollywood stargirl,Elijah Richardson Grace VanderWaal Tyrel Jackson Williams Julia Hart Comedy Romance Music
David Cronenberg,Viggo Mortensen,Léa Seydoux,Kristen Stewart,Horror Science Fiction,crimes of the future,Viggo Mortensen Léa Seydoux Kristen Stewart David Cronenberg Horror Science Fiction
Terence Davies,Jack Lowden,Peter Capaldi,Simon Russell Beale,Drama History War,benediction,Jack Lowden Peter Capaldi Simon Russell Beale Terence Davies Drama History War
Matthew Reilly,Elsa Pataky,Luke Bracey,unknown,Action Thriller Adventure,interceptor,Elsa Pataky Luke Bracey unknown Matthew Reilly Action Thriller Adventure
Andrew Ahn,Joel Kim Booster,Bowen Yang,Conrad Ricamora,Comedy Romance,fire island,Joel Kim Booster Bowen Yang Conrad Ricamora Andrew Ahn Comedy Romance
Chloe Okuno,Maika Monroe,Karl Glusman,Burn Gorman,Mystery Thriller Horror,watcher,Maika Monroe Karl Glusman Burn Gorman Chloe Okuno Mystery Thriller Horror
Rob Savage,Annie Hardy,unknown,unknown,Horror Thriller Comedy,dashcam,Annie Hardy unknown unknown Rob Savage Horror Thriller Comedy
Jesse V. Johnson,Michael Rooker,Bruce Willis,Olga Kurylenko,Action Crime Thriller,white elephant,Michael Rooker Bruce Willis Olga Kurylenko Jesse V. Johnson Action Crime Thriller
Jeremiah Zagar,Adam Sandler,Queen Latifah,Ben Foster,Drama Comedy,hustle,Adam Sandler Queen Latifah Ben Foster Jeremiah Zagar Drama Comedy
Colin Trevorrow,Chris Pratt,Bryce Dallas Howard,Laura Dern,Adventure Action Science Fiction,jurassic world dominion,Chris Pratt Bryce Dallas Howard Laura Dern Colin Trevorrow Adventure Action Science Fiction
Gaz Alazraki,Andy García,Gloria Estefan,Adria Arjona,Romance Comedy,father of the bride,Andy García Gloria Estefan Adria Arjona Gaz Alazraki Romance Comedy
Angus MacLane,Chris Evans,Keke Palmer,Peter Sohn,Animation Action Adventure Family Science Fiction,lightyear,Chris Evans Keke Palmer Peter Sohn Angus MacLane Animation Action Adventure Family Science Fiction
Joseph Kosinski,Chris Hemsworth,Miles Teller,Jurnee Smollett,Science Fiction Thriller,spiderhead,Chris Hemsworth Miles Teller Jurnee Smollett Joseph Kosinski Science Fiction Thriller
David Frankel,Bryan Cranston,Annette Bening,Rainn Wilson,Comedy Drama,jerry & marge go large,Bryan Cranston Annette Bening Rainn Wilson David Frankel Comedy Drama
Cooper Raiff,Cooper Raiff,Dakota Johnson,Raúl Castillo,Comedy Drama Romance,cha cha real smooth,Cooper Raiff Dakota Johnson Raúl Castillo Cooper Raiff Comedy Drama Romance
Sonja O'Hara,Shane West,Sarah Hay,Bruce Dern,Horror Thriller,mid-century,Shane West Sarah Hay Bruce Dern Sonja O'Hara Horror Thriller
Spencer Squire,Emma Roberts,John Gallagher Jr.,Michael Shannon,Horror Mystery Thriller,abandoned,Emma Roberts John Gallagher Jr. Michael Shannon Spencer Squire Horror Mystery Thriller
Mike Judge,Mike Judge,Gary Cole,Chris Diamantopoulos,Animation Comedy Science Fiction,beavis and butt-head do the universe,Mike Judge Gary Cole Chris Diamantopoulos Mike Judge Animation Comedy Science Fiction
Baz Luhrmann,Austin Butler,Tom Hanks,Olivia DeJonge,Drama Music History,elvis,Austin Butler Tom Hanks Olivia DeJonge Baz Luhrmann Drama Music History
Scott Derrickson,Ethan Hawke,Mason Thames,Madeleine McGraw,Horror Thriller,the black phone,Ethan Hawke Mason Thames Madeleine McGraw Scott Derrickson Horror Thriller
Patrick Hughes,Kevin Hart,Woody Harrelson,Kaley Cuoco,Action Adventure Comedy,the man from toronto,Kevin Hart Woody Harrelson Kaley Cuoco Patrick Hughes Action Adventure Comedy
Chris Williams,Karl Urban,Zaris-Angel Hator,Jared Harris,Animation Adventure Family Fantasy,the sea beast,Karl Urban Zaris-Angel Hator Jared Harris Chris Williams Animation Adventure Family Fantasy
Dean Fleischer-Camp,Jenny Slate,Rosa Salazar,Thomas Mann,Animation Comedy Family Drama Adventure,marcel the shell with shoes on,Jenny Slate Rosa Salazar Thomas Mann Dean Fleischer-Camp Animation Comedy Family Drama Adventure
Akin Omotoso,Uche Agada,Ral Agada,Jaden Osimuwa,Drama,rise,Uche Agada Ral Agada Jaden Osimuwa Akin Omotoso Drama
Greg Björkman,Clara Rugaard,Lewis Pullman,Lyrica Okano,Music Romance Fantasy Drama Science Fiction,press play,Clara Rugaard Lewis Pullman Lyrica Okano Greg Björkman Music Romance Fantasy Drama Science Fiction
Andrew Dosunmu,Gracie Marie Bradley,Niecy Nash,Aleyse Shannon,Romance Drama Music,beauty,Gracie Marie Bradley Niecy Nash Aleyse Shannon Andrew Dosunmu Romance Drama Music
Kyle Balda,Steve Carell,Taraji P. Henson,Michelle Yeoh,Animation Comedy Family,minions: the rise of gru,Steve Carell Taraji P. Henson Michelle Yeoh Kyle Balda Animation Comedy Family
John Michael McDonagh,Ralph Fiennes,Jessica Chastain,Matt Smith,Drama,the forgiven,Ralph Fiennes Jessica Chastain Matt Smith John Michael McDonagh Drama
Emma Holly Jones,Freida Pinto,Sope Dirisu,Oliver Jackson-Cohen,Comedy Drama Romance,mr. malcolm's list,Freida Pinto Sope Dirisu Oliver Jackson-Cohen Emma Holly Jones Comedy Drama Romance
Le-Van Kiet,Joey King,Dominic Cooper,Olga Kurylenko,Action Fantasy,the princess,Joey King Dominic Cooper Olga Kurylenko Le-Van Kiet Action Fantasy
James Cullen Bressack,Kevin Dillon,Mel Gibson,Shannen Doherty,Thriller,hot seat,Kevin Dillon Mel Gibson Shannen Doherty James Cullen Bressack Thriller
Michael Lewen,Talia Ryder,Jordan Fisher,Ayo Edebiri,Romance Drama,"hello, goodbye, and everything in between",Talia Ryder Jordan Fisher Ayo Edebiri Michael Lewen Romance Drama
Taika Waititi,Chris Hemsworth,Christian Bale,Tessa Thompson,Fantasy Action Comedy,thor: love and thunder,Chris Hemsworth Christian Bale Tessa Thompson Taika Waititi Fantasy Action Comedy
Trey Parker,Trey Parker,Matt Stone,April Stewart,Animation Comedy,south park the streaming wars part 2,Trey Parker Matt Stone April Stewart Trey Parker Animation Comedy
"Anthony Russo, Joe Russo",Ryan Gosling,Chris Evans,Ana de Armas,Action Thriller,the gray man,"Ryan Gosling Chris Evans Ana de Armas Anthony Russo, Joe Russo Action Thriller"
Olivia Newman,Daisy Edgar-Jones,Taylor John Smith,Harris Dickinson,Mystery Drama Thriller,where the crawdads sing,Daisy Edgar-Jones Taylor John Smith Harris Dickinson Olivia Newman Mystery Drama Thriller
"Rob Minkoff, Mark Koetsier",Michael Cera,Ricky Gervais,Mel Brooks,Animation Action Adventure Comedy Family Western,paws of fury: the legend of hank,"Michael Cera Ricky Gervais Mel Brooks Rob Minkoff, Mark Koetsier Animation Action Adventure Comedy Family Western"
Carrie Cracknell,Dakota Johnson,Cosmo Jarvis,Nikki Amuka-Bird,Romance Drama Comedy,persuasion,Dakota Johnson Cosmo Jarvis Nikki Amuka-Bird Carrie Cracknell Romance Drama Comedy
Eli Horowitz,Winona Ryder,Dermot Mulroney,John Gallagher Jr.,Thriller Mystery Drama,gone in the night,Winona Ryder Dermot Mulroney John Gallagher Jr. Eli Horowitz Thriller Mystery Drama
Kyle Newman,Paris Berelc,Taylor Zakhar Perez,Hari Nef,Comedy,1up,Paris Berelc Taylor Zakhar Perez Hari Nef Kyle Newman Comedy
Mike Burns,Ashley Greene,Bruce Willis,unknown,Thriller,wrong place,Ashley Greene Bruce Willis unknown Mike Burns Thriller
Hannah Marks,John Cho,Mia Isaac,unknown,Drama,don't make me go,John Cho Mia Isaac unknown Hannah Marks Drama
Jacob Aaron Estes,Iris Serena Estes,Lucas Steel Estes,unknown,Horror,he's watching,Iris Serena Estes Lucas Steel Estes unknown Jacob Aaron Estes Horror
Jordan Peele,Daniel Kaluuya,Keke Palmer,Steven Yeun,Horror Mystery Science Fiction,nope,Daniel Kaluuya Keke Palmer Steven Yeun Jordan Peele Horror Mystery Science Fiction
Billy Porter,Eva Reign,Abubakr Ali,Renée Elise Goldsberry,Romance Comedy Drama,anything's possible,Eva Reign Abubakr Ali Renée Elise Goldsberry Billy Porter Romance Comedy Drama
Katie Holmes,Katie Holmes,Jim Sturgess,Derek Luke,Romance Drama,alone together,Katie Holmes Jim Sturgess Derek Luke Katie Holmes Romance Drama
Jared Stern,Dwayne Johnson,Kevin Hart,Kate McKinnon,Animation Action Family Comedy Science Fiction,dc league of super-pets,Dwayne Johnson Kevin Hart Kate McKinnon Jared Stern Animation Action Family Comedy Science Fiction
Ron Howard,Viggo Mortensen,Colin Farrell,Joel Edgerton,Drama Thriller Action Adventure,thirteen lives,Viggo Mortensen Colin Farrell Joel Edgerton Ron Howard Drama Thriller Action Adventure
B. J. Novak,B. J. Novak,Boyd Holbrook,Dove Cameron,Thriller Mystery Comedy,vengeance,B. J. Novak Boyd Holbrook Dove Cameron B. J. Novak Thriller Mystery Comedy
Lena Dunham,Kristine Froseth,Jon Bernthal,Luka Sabbat,Comedy,sharp stick,Kristine Froseth Jon Bernthal Luka Sabbat Lena Dunham Comedy
Quinn Shephard,Zoey Deutch,Mia Isaac,Nadia Alexander,Comedy Drama,not okay,Zoey Deutch Mia Isaac Nadia Alexander Quinn Shephard Comedy Drama
Anna Gutto,Juliette Binoche,Frank Grillo,Hala Finley,Thriller Crime Drama,paradise highway,Juliette Binoche Frank Grillo Hala Finley Anna Gutto Thriller Crime Drama
Andrew Semans,Rebecca Hall,Grace Kaufman,Michael Esper,Thriller Mystery Horror Drama,resurrection,Rebecca Hall Grace Kaufman Michael Esper Andrew Semans Thriller Mystery Horror Drama
Max Walker-Silverman,Dale Dickey,Wes Studi,unknown,Drama Romance,a love song,Dale Dickey Wes Studi unknown Max Walker-Silverman Drama Romance
Oran Zegman,Angourie Rice,Gaten Matarazzo,Christopher Mintz-Plasse,Comedy,honor society,Angourie Rice Gaten Matarazzo Christopher Mintz-Plasse Oran Zegman Comedy
Spider One,John Ennis,Bryce Johnson,Edward Hong,Horror,allegoria,John Ennis Bryce Johnson Edward Hong Spider One Horror
David Leitch,Brad Pitt,Joey King,Aaron Taylor-Johnson,Action Comedy Thriller,bullet train,Brad Pitt Joey King Aaron Taylor-Johnson David Leitch Action Comedy Thriller
Peggy Holmes,Eva Noblezada,Simon Pegg,Jane Fonda,Animation Adventure Comedy Fantasy,luck,Eva Noblezada Simon Pegg Jane Fonda Peggy Holmes Animation Adventure Comedy Fantasy
Dan Trachtenberg,Amber Midthunder,Dakota Beavers,Michelle Thrush,Thriller Action Science Fiction,prey,Amber Midthunder Dakota Beavers Michelle Thrush Dan Trachtenberg Thriller Action Science Fiction
Jay Chandrasekhar,Jo Koy,Jimmy O. Yang,Tia Carrere,Comedy,easter sunday,Jo Koy Jimmy O. Yang Tia Carrere Jay Chandrasekhar Comedy
"Ant Ward, Andy Suriano",Ben Schwartz,Omar Benson Miller,Brandon Mychal Smith,Animation Action Science Fiction,rise of the teenage mutant ninja turtles: the movie,"Ben Schwartz Omar Benson Miller Brandon Mychal Smith Ant Ward, Andy Suriano Animation Action Science Fiction"
Halina Reijn,Amandla Stenberg,Maria Bakalova,Myha'la Herrold,Comedy Horror Thriller,bodies bodies bodies,Amandla Stenberg Maria Bakalova Myha'la Herrold Halina Reijn Comedy Horror Thriller
John Logan,Kevin Bacon,Carrie Preston,Anna Chlumsky,Horror Thriller,they/them,Kevin Bacon Carrie Preston Anna Chlumsky John Logan Horror Thriller
J. J. Perry,Jamie Foxx,Dave Franco,Natasha Liu Bordizzo,Action Fantasy Horror Comedy,day shift,Jamie Foxx Dave Franco Natasha Liu Bordizzo J. J. Perry Action Fantasy Horror Comedy
Katie Aselton,Diane Keaton,Taylour Paige,Elizabeth Lail,Comedy Fantasy,mack & rita,Diane Keaton Taylour Paige Elizabeth Lail Katie Aselton Comedy Fantasy
Scott Mann,Grace Caroline Currey,Virginia Gardner,Mason Gooding,Thriller,fall,Grace Caroline Currey Virginia Gardner Mason Gooding Scott Mann Thriller
John Patton Ford,Aubrey Plaza,Theo Rossi,Megalyn Echikunwoke,Crime Drama Thriller,emily the criminal,Aubrey Plaza Theo Rossi Megalyn Echikunwoke John Patton Ford Crime Drama Thriller
James Ponsoldt,Lia Barnett,Lake Bell,Sarah Cooper,Drama,summering,Lia Barnett Lake Bell Sarah Cooper James Ponsoldt Drama
Baltasar Kormákur,Idris Elba,Iyana Halley,Leah Sava Jeffries,Thriller Action Horror Adventure Drama,beast,Idris Elba Iyana Halley Leah Sava Jeffries Baltasar Kormákur Thriller Action Horror Adventure Drama
William Brent Bell,Isabelle Fuhrman,Rossif Sutherland,Hiro Kanagawa,Horror Thriller,orphan: first kill,Isabelle Fuhrman Rossif Sutherland Hiro Kanagawa William Brent Bell Horror Thriller
Jeff Baena,Alison Brie,Alessandro Nivola,Molly Shannon,Romance Comedy,spin me round,Alison Brie Alessandro Nivola Molly Shannon Jeff Baena Romance Comedy
Robert Budreau,Stephan James,Marisa Tomei,Paul Walter Hauser,Mystery Thriller Crime Drama,delia's gone,Stephan James Marisa Tomei Paul Walter Hauser Robert Budreau Mystery Thriller Crime Drama
George Miller,Idris Elba,Tilda Swinton,unknown,Drama Adventure Fantasy Romance,three thousand years of longing,Idris Elba Tilda Swinton unknown George Miller Drama Adventure Fantasy Romance
Julius Avery,Sylvester Stallone,Javon Walton,Pilou Asbæk,Action Crime Fantasy Science Fiction,samaritan,Sylvester Stallone Javon Walton Pilou Asbæk Julius Avery Action Crime Fantasy Science Fiction
John Hamburg,Kevin Hart,Mark Wahlberg,Regina Hall,Comedy,me time,Kevin Hart Mark Wahlberg Regina Hall John Hamburg Comedy
Jessica M. Thompson,Nathalie Emmanuel,Thomas Doherty,Stephanie Corneliussen,Horror Thriller,the invitation,Nathalie Emmanuel Thomas Doherty Stephanie Corneliussen Jessica M. Thompson Horror Thriller
Abi Damaris Corbin,John Boyega,Nicole Beharie,Selenis Leyva,Crime Drama Thriller,breaking,John Boyega Nicole Beharie Selenis Leyva Abi Damaris Corbin Crime Drama Thriller
Owen Kline,Daniel Zolghadri,Matthew Maher,Miles Emanuel,Comedy,funny pages,Daniel Zolghadri Matthew Maher Miles Emanuel Owen Kline Comedy
Adamma Ebo,Regina Hall,Sterling K. Brown,Austin Crute,Comedy,honk for jesus. save your soul.,Regina Hall Sterling K. Brown Austin Crute Adamma Ebo Comedy
Nick Hamm,Marcia Gay Harden,Charlie Rowe,Josephine Langford,Drama,gigi & nate,Marcia Gay Harden Charlie Rowe Josephine Langford Nick Hamm Drama
Matt Eskandari,Kevin Dillon,Bruce Willis,unknown,Action Crime Thriller,wire room,Kevin Dillon Bruce Willis unknown Matt Eskandari Action Crime Thriller
Andrew Baird,Colson Baker,Kevin Bacon,Travis Fimmel,Action Crime Thriller,one way,Colson Baker Kevin Bacon Travis Fimmel Andrew Baird Action Crime Thriller
Castille Landon,Hero Fiennes-Tiffin,Josephine Langford,Louise Lombard,Romance Drama,after ever happy,Hero Fiennes-Tiffin Josephine Langford Louise Lombard Castille Landon Romance Drama
Robert Zemeckis,Tom Hanks,Benjamin Evan Ainsworth,Joseph Gordon-Levitt,Fantasy Adventure Family,pinocchio,Tom Hanks Benjamin Evan Ainsworth Joseph Gordon-Levitt Robert Zemeckis Fantasy Adventure Family
Zach Cregger,Georgina Campbell,Bill Skarsgård,Justin Long,Horror Mystery Thriller,barbarian,Georgina Campbell Bill Skarsgård Justin Long Zach Cregger Horror Mystery Thriller
Millicent Shelton,Queen Latifah,Ludacris,Beau Bridges,Crime Drama,end of the road,Queen Latifah Ludacris Beau Bridges Millicent Shelton Crime Drama
Kevin Peeples,Kirk Cameron,Alex Kendrick,Raphael Ruggero,Drama,lifemark,Kirk Cameron Alex Kendrick Raphael Ruggero Kevin Peeples Drama
Kevin Smith,Brian O'Halloran,Jeff Anderson,Trevor Fehrman,Comedy,clerks iii,Brian O'Halloran Jeff Anderson Trevor Fehrman Kevin Smith Comedy
Gina Prince-Bythewood,Viola Davis,Thuso Mbedu,Lashana Lynch,Action Drama History,the woman king,Viola Davis Thuso Mbedu Lashana Lynch Gina Prince-Bythewood Action Drama History
Tom George,Saoirse Ronan,Sam Rockwell,Adrien Brody,Mystery Comedy Thriller,see how they run,Saoirse Ronan Sam Rockwell Adrien Brody Tom George Mystery Comedy Thriller
Andrew Dominik,Ana de Armas,Adrien Brody,Bobby Cannavale,Drama,blonde,Ana de Armas Adrien Brody Bobby Cannavale Andrew Dominik Drama
Ti West,Mia Goth,David Corenswet,Tandi Wright,Horror,pearl,Mia Goth David Corenswet Tandi Wright Ti West Horror
Jennifer Kaytin Robinson,Camila Mendes,Maya Hawke,Austin Abrams,Comedy,do revenge,Camila Mendes Maya Hawke Austin Abrams Jennifer Kaytin Robinson Comedy
Agnieszka Smoczyńska,Letitia Wright,Tamara Lawrance,Nadine Marshall,Drama,the silent twins,Letitia Wright Tamara Lawrance Nadine Marshall Agnieszka Smoczyńska Drama
Greg Mottola,Jon Hamm,Marcia Gay Harden,Kyle MacLachlan,Crime Comedy Mystery,"confess, fletch",Jon Hamm Marcia Gay Harden Kyle MacLachlan Greg Mottola Crime Comedy Mystery
Brett Morgen,David Bowie,unknown,unknown,Documentary Music,moonage daydream,David Bowie unknown unknown Brett Morgen Documentary Music
Julian Higgins,Thandiwe Newton,Jeremy Bobb,Joris Jarsky,Mystery Thriller Western Drama,god's country,Thandiwe Newton Jeremy Bobb Joris Jarsky Julian Higgins Mystery Thriller Western Drama
Matt Sobel,Naomi Watts,Cameron Crovetti,Nicholas Crovetti,Horror Drama Thriller Mystery,goodnight mommy,Naomi Watts Cameron Crovetti Nicholas Crovetti Matt Sobel Horror Drama Thriller Mystery
Timo Vuorensola,Sydney Craven,Imran Adams,Jarreau Benjamin,Horror Thriller Mystery,jeepers creepers: reborn,Sydney Craven Imran Adams Jarreau Benjamin Timo Vuorensola Horror Thriller Mystery
Olivia Wilde,Florence Pugh,Harry Styles,Olivia Wilde,Thriller Mystery Science Fiction,don't worry darling,Florence Pugh Harry Styles Olivia Wilde Olivia Wilde Thriller Mystery Science Fiction
